gene	type
HGD	m_GMK
RANBP17	m_GMK
FOXF1	m_GMK
ETNK1	m_GMK
C1orf159	m_GMK
ZBTB11	m_GMK
KCTD15	m_GMK
BEX1	m_GMK
LOC400756	m_GMK
MDH1B	m_GMK
TSEN2	m_GMK
LINC00894	m_GMK
ATXN8	m_GMK
HRASLS5	m_GMK
PRKCZ	m_GMK
AIFM2	m_GMK
SH3BGRL3	m_GMK
CTRB1	m_GMK
EDNRA	m_GMK
DHODH	m_GMK
GET4	m_GMK
TAF12	m_GMK
SPDYE5	m_GMK
ATP10B	m_GMK
ASAP3	m_GMK
PSD3	m_GMK
PBOV1	m_GMK
CSNK2B	m_GMK
FAM151A	m_GMK
CPSF3L	m_GMK
CHRM2	m_GMK
LOC283731	m_GMK
SOS1	m_GMK
TNF	m_GMK
RABGAP1L	m_GMK
LOC101927270	m_GMK
EDC4	m_GMK
MPST	m_GMK
UPP2	m_GMK
OR2V2	m_GMK
ARHGAP5	m_GMK
SERTAD3	m_GMK
TOR2A	m_GMK
LOC642426	m_GMK
ADORA2A	m_GMK
PAX6	m_GMK
ECE1	m_GMK
SLTM	m_GMK
NBPF20	m_GMK
RBFOX3	m_GMK
C17orf50	m_GMK
RNASE13	m_GMK
TFPT	m_GMK
PQLC1	m_GMK
DRGX	m_GMK
CNDP2	m_GMK
COQ4	m_GMK
PRRT3	m_GMK
GFM1	m_GMK
MAGI1	m_GMK
BRK1	m_GMK
PHC2	m_GMK
CORO1B	m_GMK
AEN	m_GMK
RASSF7	m_GMK
TMEM262	m_GMK
ZNF843	m_GMK
PRSS27	m_GMK
ZNF598	m_GMK
HIPK2	m_GMK
DNAJC4	m_GMK
CPAMD8	m_GMK
PTOV1	m_GMK
CRELD2	m_GMK
OXT	m_GMK
MX2	m_GMK
IKBKG	m_GMK
PRO0628	m_GMK
BCMO1	m_GMK
TESC	m_GMK
MICALL2	m_GMK
PBLD	m_GMK
PTGS1	m_GMK
OR11H12	m_GMK
GID8	m_GMK
SHC2	m_GMK
MKL1	m_GMK
GNAZ	m_GMK
EPHA2	m_GMK
GOLGA8R	m_GMK
HSP90B1	m_GMK
LOC401320	m_GMK
CACNA1G	m_GMK
GABRB1	m_GMK
IL9R	m_GMK
RPRD1A	m_GMK
GPAA1	m_GMK
SLC35B1	m_GMK
RHBDD3	m_GMK
AGAP9	m_GMK
OR5B21	m_GMK
PHYHD1	m_GMK
C1orf35	m_GMK
OVOS2	m_GMK
FADS3	m_GMK
CNTN5	m_GMK
VTN	m_GMK
WNT10A	m_GMK
MRPS17	m_GMK
AGAP5	m_GMK
LOC102724384	m_GMK
LOC100132790	m_GMK
LOC400682	m_GMK
TAS2R46	m_GMK
CCDC7	m_GMK
ACTN4	m_GMK
BTBD7	m_GMK
SLC25A39	m_GMK
SEPT2	m_GMK
ANKRD19P	m_GMK
ELF2	m_GMK
ZBED2	m_GMK
PLEKHN1	m_GMK
ABLIM1	m_GMK
TMEM145	m_GMK
GRASP	m_GMK
IL18R1	m_GMK
PRPF40A	m_GMK
CEP85L	m_GMK
ZNF771	m_GMK
PTGER3	m_GMK
PIKFYVE	m_GMK
NPIPB9	m_GMK
NOA1	m_GMK
ADCY9	m_GMK
NRL	m_GMK
PPP1R3D	m_GMK
ANGPT1	m_GMK
MX1	m_GMK
NOTCH1	m_GMK
TLE1	m_GMK
TRAPPC9	m_GMK
TNNT2	m_GMK
PEX10	m_GMK
KCNIP1	m_GMK
BCL9	m_GMK
PPM1F	m_GMK
C9orf9	m_GMK
PTGR1	m_GMK
FBRSL1	m_GMK
C11orf45	m_GMK
CCIN	m_GMK
DENND4A	m_GMK
LRP6	m_GMK
HLA-A	m_GMK
SNCA	m_GMK
DDX54	m_GMK
NPIPB5	m_GMK
MTERFD2	m_GMK
VWA1	m_GMK
ITGB4	m_GMK
LRR1	m_GMK
PML	m_GMK
TRPM6	m_GMK
COL6A2	m_GMK
ITPKB	m_GMK
MSL3	m_GMK
CSF1R	m_GMK
HMX2	m_GMK
ARID5A	m_GMK
COMMD5	m_GMK
KLHL18	m_GMK
LIN9	m_GMK
CYP2D6	m_GMK
LPHN2	m_GMK
PITPNA	m_GMK
DENND1A	m_GMK
ZMAT4	m_GMK
PTPRS	m_GMK
DDA1	m_GMK
BMF	m_GMK
CDC42	m_GMK
HSPA1L	m_GMK
LOC100128922	m_GMK
SLC6A2	m_GMK
COL5A1	m_GMK
PCDH10	m_GMK
ATP11A-AS1	m_GMK
MGC42157	m_GMK
IL2RB	m_GMK
TAS2R8	m_GMK
NAALADL2	m_GMK
FXN	m_GMK
RNPEPL1	m_GMK
C5orf56	m_GMK
KRTAP26-1	m_GMK
FHL2	m_GMK
NPFF	m_GMK
TGDS	m_GMK
BTN2A1	m_GMK
KRBOX4	m_GMK
LRRC37A2	m_GMK
SSX2	m_GMK
RNFT2	m_GMK
GRIA4	m_GMK
ALX4	m_GMK
ITPK1	m_GMK
AHDC1	m_GMK
KRBA1	m_GMK
MED18	m_GMK
FAM155A	m_GMK
GAREML	m_GMK
METTL22	m_GMK
MKNK2	m_GMK
TRPV2	m_GMK
ANKRD39	m_GMK
TNFAIP8L2	m_GMK
TRMT13	m_GMK
TCF15	m_GMK
CCDC13	m_GMK
OR7A5	m_GMK
GALNT18	m_GMK
LOC100129408	m_GMK
FAM171B	m_GMK
NUP62	m_GMK
EVA1C	m_GMK
RGS14	m_GMK
NXF5	m_GMK
ASAH1	m_GMK
DGKD	m_GMK
OR11A1	m_GMK
DPP9	m_GMK
CST11	m_GMK
NLE1	m_GMK
TSC22D4	m_GMK
PPFIA3	m_GMK
CALCA	m_GMK
TMEM101	m_GMK
PPP1R26	m_GMK
LY6G5B	m_GMK
MRPL37	m_GMK
UBTD1	m_GMK
ZNF646	m_GMK
LOC731075	m_GMK
SSC5D	m_GMK
WTAP	m_GMK
DIO1	m_GMK
YES1	m_GMK
EPB41L4A	m_GMK
MAGEF1	m_GMK
LCN1	m_GMK
FAM229A	m_GMK
DNAH1	m_GMK
AQP3	m_GMK
UROS	m_GMK
FAM132A	m_GMK
CALHM2	m_GMK
ZNF735P	m_GMK
PDZD4	m_GMK
ZNF16	m_GMK
SECTM1	m_GMK
MBP	m_GMK
TMEM139	m_GMK
MRPL10	m_GMK
CNGA3	m_GMK
LOC101928620	m_GMK
CGREF1	m_GMK
SLC22A20	m_GMK
C2orf49	m_GMK
LSM8	m_GMK
FAM117A	m_GMK
GPR88	m_GMK
NDUFAF3	m_GMK
PANX3	m_GMK
BOP1	m_GMK
WNK1	m_GMK
CEP120	m_GMK
LINC01060	m_GMK
MAGEB16	m_GMK
GEMIN8	m_GMK
POTEF	m_GMK
PLAT	m_GMK
TMCO6	m_GMK
NKTR	m_GMK
PPAP2A	m_GMK
OR10J1	m_GMK
NOS1	m_GMK
DAZAP1	m_GMK
ANKRD36BP2	m_GMK
SNX29	m_GMK
SNAP25	m_GMK
FAM184A	m_GMK
FAM69B	m_GMK
CCDC60	m_GMK
ERF	m_GMK
LOC101929106	m_GMK
TNPO2	m_GMK
MYBL2	m_GMK
GFRA4	m_GMK
FSCN1	m_GMK
OR51Q1	m_GMK
TSTA3	m_GMK
SCRN2	m_GMK
PLCB1	m_GMK
KRTAP5-8	m_GMK
ASB16	m_GMK
SLC46A1	m_GMK
LOC100130232	m_GMK
MYO6	m_GMK
STRN	m_GMK
KCNC3	m_GMK
LOC100422737	m_GMK
LOC728061	m_GMK
ZNF524	m_GMK
SCAMP5	m_GMK
IFNLR1	m_GMK
SMPD5	m_GMK
LBH	m_GMK
AANAT	m_GMK
KCNJ13	m_GMK
PRSS33	m_GMK
CCDC181	m_GMK
ACER2	m_GMK
NPPC	m_GMK
MTMR3	m_GMK
CBWD6	m_GMK
CAPZA2	m_GMK
MTA2	m_GMK
PRB4	m_GMK
ADCY5	m_GMK
NBPF8	m_GMK
VSX1	m_GMK
CELA3A	m_GMK
HAO1	m_GMK
PPDPF	m_GMK
EPSTI1	m_GMK
CHRM1	m_GMK
FIP1L1	m_GMK
KCNA3	m_GMK
TEX101	m_GMK
PCP4	m_GMK
CEP19	m_GMK
MAD2L2	m_GMK
LOC100131820	m_GMK
UPK1A-AS1	m_GMK
FOXD4	m_GMK
BTBD16	m_GMK
TBCA	m_GMK
LOC729732	m_GMK
ONECUT1	m_GMK
ARID3A	m_GMK
ILF2	m_GMK
MRPS34	m_GMK
RAD21L1	m_GMK
SLC51A	m_GMK
MAPK8IP2	m_GMK
HYOU1	m_GMK
GPR161	m_GMK
HIGD2A	m_GMK
RTP4	m_GMK
FETUB	m_GMK
TSPYL5	m_GMK
TBATA	m_GMK
MTMR14	m_GMK
VAV2	m_GMK
C5orf58	m_GMK
OTUD4	m_GMK
PSTPIP2	m_GMK
MDFI	m_GMK
KIF5A	m_GMK
EXO1	m_GMK
H2AFX	m_GMK
C20orf27	m_GMK
SLC5A7	m_GMK
ITGAX	m_GMK
HOXB13	m_GMK
OR2T1	m_GMK
ARHGEF19	m_GMK
ADAT2	m_GMK
LY6G6F	m_GMK
ATP6V1G2	m_GMK
BFSP2-AS1	m_GMK
ANKRD52	m_GMK
ZNF732	m_GMK
F2R	m_GMK
KIAA1211L	m_GMK
LIMS3L	m_GMK
C19orf60	m_GMK
CSPG5	m_GMK
SLC36A3	m_GMK
CAPN3	m_GMK
SOCS6	m_GMK
NYNRIN	m_GMK
MED24	m_GMK
CISD3	m_GMK
CYB5R1	m_GMK
KIF11	m_GMK
BNIP3L	m_GMK
ADH1A	m_GMK
FOXI2	m_GMK
LAYN	m_GMK
PDXDC2P	m_GMK
SEMA5B	m_GMK
GNAT2	m_GMK
RAP1GAP	m_GMK
NKAIN4	m_GMK
SPDYE6	m_GMK
DTYMK	m_GMK
MON2	m_GMK
EFCAB10	m_GMK
SETBP1	m_GMK
DLG2	m_GMK
EWSR1	m_GMK
CNST	m_GMK
TMEM222	m_GMK
LOC100130419	m_GMK
OTX2	m_GMK
GPR75-ASB3	m_GMK
SH3BP4	m_GMK
PRADC1	m_GMK
CHST6	m_GMK
CMTM8	m_GMK
BCAR1	m_GMK
ANKRD45	m_GMK
ATP2B2	m_GMK
CHMP2A	m_GMK
FAM110D	m_GMK
FICD	m_GMK
FAM207A	m_GMK
TRMT10A	m_GMK
SET	m_GMK
NOTCH2NL	m_GMK
ESRP2	m_GMK
SLC25A19	m_GMK
ZNF518A	m_GMK
SPHK2	m_GMK
DSP	m_GMK
ANP32AP1	m_GMK
LOC442122	m_GMK
SEPT1	m_GMK
ACSBG2	m_GMK
AP1S2	m_GMK
CTD-3080P12.3	m_GMK
MED16	m_GMK
CABIN1	m_GMK
LOC100130539	m_GMK
KRTAP20-3	m_GMK
LHX5	m_GMK
STOML1	m_GMK
SCRN1	m_GMK
CRTAC1	m_GMK
NOTO	m_GMK
SCUBE1	m_GMK
SERPINH1	m_GMK
LEPROTL1	m_GMK
JAKMIP2	m_GMK
UNC80	m_GMK
STARD9	m_GMK
SYCP1	m_GMK
CCDC88B	m_GMK
PCNX	m_GMK
GLYAT	m_GMK
LOC100131150	m_GMK
DRAP1	m_GMK
ASCL5	m_GMK
NBPF9	m_GMK
C10orf62	m_GMK
PRAMEF2	m_GMK
SLC30A8	m_GMK
SDCCAG3	m_GMK
ABLIM2	m_GMK
TRMT44	m_GMK
FAM183A	m_GMK
ACTN2	m_GMK
NDUFV2	m_GMK
HACL1	m_GMK
ZFYVE9	m_GMK
MANBAL	m_GMK
LOC146795	m_GMK
OGFRP1	m_GMK
CRYBB2P1	m_GMK
ANKRD12	m_GMK
CCDC104	m_GMK
LOC284513	m_GMK
KCTD21	m_GMK
NBPF12	m_GMK
RABGAP1	m_GMK
MMP15	m_GMK
HERC2	m_GMK
LOC100127947	m_GMK
LOC100128386	m_GMK
XYLT2	m_GMK
ICT1	m_GMK
ZNF467	m_GMK
PARM1	m_GMK
NDUFC1	m_GMK
KRT39	m_GMK
RPL32	m_GMK
LOC102725126	m_GMK
CPEB1	m_GMK
GTF2I	m_GMK
TSSK4	m_GMK
PITPNM1	m_GMK
WASF1	m_GMK
SHH	m_GMK
POLR1E	m_GMK
ZDHHC22	m_GMK
CDC26	m_GMK
C15orf62	m_GMK
ZDHHC3	m_GMK
RASAL1	m_GMK
SSH2	m_GMK
ISLR2	m_GMK
SEMA4G	m_GMK
CCDC97	m_GMK
CA5B	m_GMK
WDR33	m_GMK
KLHL20	m_GMK
ALPP	m_GMK
LOC401312	m_GMK
PPP1R18	m_GMK
FAM83G	m_GMK
POU5F2	m_GMK
LYPLA2	m_GMK
MKL2	m_GMK
GPR137B	m_GMK
PVRL1	m_GMK
CLEC4M	m_GMK
PIK3C2B	m_GMK
PUM1	m_GMK
ITPKC	m_GMK
TCF4	m_GMK
YTHDC2	m_GMK
DMD	m_GMK
TUSC5	m_GMK
AFAP1	m_GMK
ZCCHC6	m_GMK
DEFA7P	m_GMK
DNAJB8	m_GMK
TMEM59	m_GMK
SLC6A11	m_GMK
S100A13	m_GMK
CCNB1	m_GMK
GDF11	m_GMK
POR	m_GMK
RIBC1	m_GMK
PRPF19	m_GMK
ARPC2	m_GMK
PTCD3	m_GMK
UBA5	m_GMK
HOXA10	m_GMK
MSH5	m_GMK
TARS2	m_GMK
DNAJC5B	m_GMK
RAVER1	m_GMK
MCOLN3	m_GMK
MTRNR2L8	m_GMK
CPSF4L	m_GMK
SLC35C1	m_GMK
NCLN	m_GMK
LOC100996924	m_GMK
WWC3	m_GMK
SCGB2B3P	m_GMK
NXPH3	m_GMK
POLRMT	m_GMK
CAMK2N1	m_GMK
SSH3	m_GMK
FKBP4	m_GMK
C1orf106	m_GMK
C2orf70	m_GMK
PRR24	m_GMK
AGR2	m_GMK
BPI	m_GMK
DYTN	m_GMK
MGC12488	m_GMK
TRIM11	m_GMK
APOA1	m_GMK
RNF157	m_GMK
ZSCAN12	m_GMK
EPN1	m_GMK
ADAT3	m_GMK
ITPR3	m_GMK
KCNA5	m_GMK
POLD2	m_GMK
CEL	m_GMK
CST6	m_GMK
TBXA2R	m_GMK
ZMAT1	m_GMK
PTPRC	m_GMK
XCR1	m_GMK
SLC17A2	m_GMK
SH3RF2	m_GMK
OSGIN2	m_GMK
FAM178A	m_GMK
NOP16	m_GMK
GSTA3	m_GMK
MFAP5	m_GMK
ACP6	m_GMK
LOC100130193	m_GMK
ZNF282	m_GMK
TMEM98	m_GMK
LOC257152	m_GMK
ARPC5L	m_GMK
MAMSTR	m_GMK
TCL1A	m_GMK
PDRG1	m_GMK
ZNF679	m_GMK
PAPL	m_GMK
LOC440330	m_GMK
C10orf115	m_GMK
CRIP2	m_GMK
GCK	m_GMK
SLC5A5	m_GMK
NR4A3	m_GMK
LOC150005	m_GMK
ERBB3	m_GMK
ACOT11	m_GMK
CYSRT1	m_GMK
LRRC61	m_GMK
DCAF4L1	m_GMK
ECE2	m_GMK
PTBP2	m_GMK
IL1F10	m_GMK
COX6C	m_GMK
CDCP1	m_GMK
CAND1	m_GMK
ITFG3	m_GMK
NRXN1	m_GMK
LRRC27	m_GMK
LPHN1	m_GMK
LZTS2	m_GMK
ABCA9	m_GMK
SLC25A16	m_GMK
IFITM10	m_GMK
SPOCK3	m_GMK
LOC283728	m_GMK
PIP4K2A	m_GMK
TUBB2A	m_GMK
TEX35	m_GMK
C14orf1	m_GMK
SNAR-E	m_GMK
LOC388813	m_GMK
SLC25A27	m_GMK
VEPH1	m_GMK
SRD5A2	m_GMK
HYPK	m_GMK
MPRIP	m_GMK
LYNX1	m_GMK
TAS2R3	m_GMK
PFKFB2	m_GMK
YTHDF1	m_GMK
ERAL1	m_GMK
LINGO1	m_GMK
SNX21	m_GMK
FZD2	m_GMK
KCTD5	m_GMK
GRID2	m_GMK
COL16A1	m_GMK
RAB7A	m_GMK
SPR	m_GMK
KDM8	m_GMK
ZNF770	m_GMK
TBCEL	m_GMK
NAA60	m_GMK
PRAF2	m_GMK
AHRR	m_GMK
CXorf36	m_GMK
CDSN	m_GMK
ZNF668	m_GMK
PGM1	m_GMK
PSMB5	m_GMK
RUVBL2	m_GMK
GPR132	m_GMK
ATXN10	m_GMK
CTTNBP2	m_GMK
LRRFIP1	m_GMK
GSC	m_GMK
CNP	m_GMK
OR2AG1	m_GMK
MCHR2	m_GMK
GREB1	m_GMK
ITM2A	m_GMK
UNCX	m_GMK
THG1L	m_GMK
DDB1	m_GMK
OR10J3	m_GMK
SYNE1	m_GMK
DPYSL4	m_GMK
ADGB	m_GMK
C12orf50	m_GMK
CLEC2D	m_GMK
FAM105A	m_GMK
OR13C4	m_GMK
L2HGDH	m_GMK
DCP1A	m_GMK
OXCT1	m_GMK
LOC220077	m_GMK
CORO1A	m_GMK
NPW	m_GMK
MKI67	m_GMK
SFTPA2	m_GMK
DDX47	m_GMK
SLC30A5	m_GMK
TRIML2	m_GMK
FNDC9	m_GMK
NAA20	m_GMK
IGANRP	m_GMK
EN2	m_GMK
MUC4	m_GMK
LEPREL2	m_GMK
OTOGL	m_GMK
BCL2L11	m_GMK
CNNM1	m_GMK
FREM1	m_GMK
CDC6	m_GMK
TMEM132E	m_GMK
TUSC8	m_GMK
HPS6	m_GMK
STX10	m_GMK
BOLA1	m_GMK
CDR2L	m_GMK
PHF12	m_GMK
MMP25	m_GMK
KAT6B	m_GMK
LINC00537	m_GMK
LINC00963	m_GMK
SLC24A1	m_GMK
KRT9	m_GMK
PFN1	m_GMK
OR9H1P	m_GMK
LENG8	m_GMK
ABHD16A	m_GMK
PRX	m_GMK
SH2B2	m_GMK
GP1BA	m_GMK
KLK12	m_GMK
ETNK2	m_GMK
MAP6D1	m_GMK
ZNF628	m_GMK
DPH3	m_GMK
GPR126	m_GMK
MICB	m_GMK
NAA10	m_GMK
KCNK3	m_GMK
TMEM120B	m_GMK
ATOH8	m_GMK
MAN1C1	m_GMK
NPNT	m_GMK
RAB6C-AS1	m_GMK
TTK	m_GMK
TJP3	m_GMK
DDX51	m_GMK
GCRG224	m_GMK
CNNM3	m_GMK
C3orf18	m_GMK
NBPF10	m_GMK
TUBA4A	m_GMK
FNDC3A	m_GMK
GCDH	m_GMK
KIF27	m_GMK
CRYL1	m_GMK
FBXL13	m_GMK
ARHGEF28	m_GMK
CCL14	m_GMK
EHD2	m_GMK
EGR1	m_GMK
PLEKHG5	m_GMK
CDH2	m_GMK
RINL	m_GMK
CRP	m_GMK
SPOCK2	m_GMK
PSMB3	m_GMK
ECM2	m_GMK
AOC1	m_GMK
AAK1	m_GMK
FFAR4	m_GMK
CALML3-AS1	m_GMK
KCNN1	m_GMK
FRMD5	m_GMK
PLXNA4	m_GMK
DYNC2LI1	m_GMK
PRKAG3	m_GMK
DEFB132	m_GMK
MMP7	m_GMK
PTRF	m_GMK
MATN1	m_GMK
TGM6	m_GMK
ZEB1	m_GMK
NPRL3	m_GMK
ISY1-RAB43	m_GMK
METTL23	m_GMK
TP73	m_GMK
CD1E	m_GMK
LOC101929536	m_GMK
LRP5	m_GMK
FKBP1A	m_GMK
ACY1	m_GMK
HIF3A	m_GMK
SEC14L5	m_GMK
TP63	m_GMK
OXR1	m_GMK
HHLA1	m_GMK
SGOL1	m_GMK
ZNF667	m_GMK
KLC3	m_GMK
GNA15	m_GMK
TARDBP	m_GMK
IKBKB	m_GMK
RNF208	m_GMK
NBPF14	m_GMK
MON1A	m_GMK
TMEM238	m_GMK
TRABD2A	m_GMK
IL1RAP	m_GMK
YBEY	m_GMK
RGS10	m_GMK
TAL1	m_GMK
STOX1	m_GMK
PIAS4	m_GMK
SPAG16	m_GMK
IL1R1	m_GMK
KCNQ1OT1	m_GMK
PRAM1	m_GMK
LPAR3	m_GMK
CXCR6	m_GMK
NKX2-3	m_GMK
LSS	m_GMK
ZNF563	m_GMK
LOC100128697	m_GMK
IMPDH1	m_GMK
RUVBL1	m_GMK
RRM1	m_GMK
ATF7IP2	m_GMK
KIAA1024	m_GMK
GUCA1A	m_GMK
PGAM5	m_GMK
SCN5A	m_GMK
PHLDB2	m_GMK
FLJ11292	m_GMK
ZBTB41	m_GMK
U2AF2	m_GMK
PYGB	m_GMK
MEP1A	m_GMK
RPAIN	m_GMK
PORCN	m_GMK
NUPL2	m_GMK
LUC7L	m_GMK
NPHS1	m_GMK
KCTD7	m_GMK
E2F1	m_GMK
ZNF81	m_GMK
TSTD2	m_GMK
SLC6A15	m_GMK
LOC283270	m_GMK
ERCC5	m_GMK
PLEKHG2	m_GMK
LINC00630	m_GMK
TSPO2	m_GMK
PPP1CB	m_GMK
DENND4C	m_GMK
CBR3	m_GMK
COL8A2	m_GMK
GIPC3	m_GMK
PPIP5K1	m_GMK
ZBTB32	m_GMK
PLIN2	m_GMK
TPM3	m_GMK
OR6C74	m_GMK
ZNF29P	m_GMK
CPA4	m_GMK
TMPRSS5	m_GMK
FGFR1	m_GMK
LOC100129675	m_GMK
CTNNBIP1	m_GMK
OR10R3P	m_GMK
TREML2	m_GMK
GNAL	m_GMK
PLCXD1	m_GMK
IGFBP1	m_GMK
RPL36AP33	m_GMK
MAG	m_GMK
CCL19	m_GMK
SYPL1	m_GMK
PALM3	m_GMK
EXD3	m_GMK
ADIRF-AS1	m_GMK
DDN	m_GMK
PCNXL4	m_GMK
TLE6	m_GMK
OR52N5	m_GMK
RBM42	m_GMK
TMC5	m_GMK
PLXDC1	m_GMK
SYPL2	m_GMK
SPTBN1	m_GMK
ODF2L	m_GMK
BCORL1	m_GMK
POLR1C	m_GMK
PILRB	m_GMK
FBLIM1	m_GMK
SPATA2L	m_GMK
BRD7	m_GMK
ANG	m_GMK
KIRREL2	m_GMK
FBXL7	m_GMK
LOC283911	m_GMK
SLC23A2	m_GMK
HNRNPU	m_GMK
AQP7	m_GMK
FBXL8	m_GMK
CDK10	m_GMK
ARHGEF33	m_GMK
WDR65	m_GMK
RHO	m_GMK
OSGEPL1	m_GMK
OSBPL5	m_GMK
PDE1C	m_GMK
NR1H2	m_GMK
COX5A	m_GMK
NODAL	m_GMK
VAPA	m_GMK
DNAJB3	m_GMK
ANXA11	m_GMK
MBOAT2	m_GMK
PDZD7	m_GMK
OR6V1	m_GMK
USMG5	m_GMK
UBN2	m_GMK
PPP1R14B	m_GMK
RCC1	m_GMK
DFNA5	m_GMK
MMP24	m_GMK
SUN5	m_GMK
TRAF3IP3	m_GMK
NTSR2	m_GMK
NELL1	m_GMK
DPF1	m_GMK
CCDC57	m_GMK
DECR2	m_GMK
UGT8	m_GMK
SCD5	m_GMK
CAMK2G	m_GMK
CACFD1	m_GMK
UPF3A	m_GMK
RNF224	m_GMK
FPR2	m_GMK
LOC339192	m_GMK
PPP1R17	m_GMK
CHN2	m_GMK
CACNA1S	m_GMK
UCP2	m_GMK
RAP1GAP2	m_GMK
ARID1B	m_GMK
PTMS	m_GMK
GYG2P1	m_GMK
ZFP3	m_GMK
CDK5RAP3	m_GMK
CACNA1H	m_GMK
APBA3	m_GMK
HPR	m_GMK
BATF2	m_GMK
PRTN3	m_GMK
SYN3	m_GMK
RNF126	m_GMK
LRG1	m_GMK
SSPO	m_GMK
SLC13A3	m_GMK
RWDD1	m_GMK
SPDYE3	m_GMK
MRPL24	m_GMK
NDUFB6	m_GMK
ZXDB	m_GMK
TMEM115	m_GMK
LINC01413	m_GMK
BAD	m_GMK
CDT1	m_GMK
VPS37C	m_GMK
ATM	m_GMK
CMTM4	m_GMK
RNF183	m_GMK
ZC3H12D	m_GMK
PRR20B	m_GMK
CHAT	m_GMK
ZNF385C	m_GMK
FAM109A	m_GMK
SLC17A5	m_GMK
RBM44	m_GMK
SGCD	m_GMK
L3MBTL1	m_GMK
DNM1L	m_GMK
FBXL19	m_GMK
SF1	m_GMK
KDM4C	m_GMK
PABPC3	m_GMK
EPB41	m_GMK
PROB1	m_GMK
MTMR8	m_GMK
TSTD3	m_GMK
PRPS1L1	m_GMK
ADRA2B	m_GMK
CSH2	m_GMK
C21orf62	m_GMK
STK16	m_GMK
IL32	m_GMK
C8orf34	m_GMK
EML5	m_GMK
UMOD	m_GMK
